Consumo_T,Consumo_cafetera_Pred,Consumo_esmeril_Pred,Consumo_licuadora_Pred,Consumo_microondas_Pred
4.248522936875584,0.0,3.3840660736200046,0.0,0.0
2.553570983175668,0.0494773497957099,0.47730976825668575,0.0,2.0267838651232726
4.326630773309503,0.0,3.3840660736200046,0.0,0.0
4.729703806090607,0.0,3.2736638282200032,0.0,1.3863441038399995
3.555525682043092,0.0,3.3840660736200046,0.0,0.0
0.7752740727785188,0.06355913089000004,0.0,0.0,0.0
0.9161641441380657,0.06355913089000004,0.0,0.0,0.0
4.520645251289028,0.0,3.3840660736200046,0.0,0.0
0.25305102860143536,0.06355913089000004,0.0,0.0,0.0
3.990550067998108,0.0,3.3840660736200046,0.0,0.0
0.5531761821391369,0.06355913089000004,0.0,0.0,0.0
4.3952231752500035,0.0,3.3840660736200046,0.0,0.0
1.773189093615126,0.0,0.0,1.773189093615126,0.0
3.920588406924983,0.0,3.3840660736200046,0.0,0.0
2.0241370350190193,0.0626723919999999,0.0,1.7902872559999994,0.0
1.05649505949653,0.0,0.0,1.05649505949653,0.0
4.632149933315726,0.0,3.2540935347472577,0.0,1.3780563985684686
1.6377688125160823,0.0,0.0,1.6377688125160823,0.0
4.061079762694227,0.0,3.3840660736200046,0.0,0.0
2.224885250504093,0.0626723919999999,0.0,1.7902872559999994,0.0
1.8726765347159493,0.0626723919999999,0.0,1.7902872559999994,0.0
1.1914907370293673,0.0,0.0,1.1914907370293673,0.0
2.0407133660573322,0.0626723919999999,0.0,1.7902872559999994,0.0
1.6032641404349937,0.0,0.0,1.6032641404349937,0.0
2.4331688274412655,0.060859373776797884,0.0,0.27815950929268374,2.094149944371784
3.420480763800018,0.0,3.3840660736200046,0.0,0.0
4.68858262457065,0.0,3.2736638282200032,0.0,1.3863441038399995
2.2585733535960433,0.056492323252951726,0.0,0.25819977991353404,1.9438812504295577
1.9713300060426608,0.0626723919999999,0.0,1.7902872559999994,0.0
1.7042589591909147,0.0,0.0,1.7042589591909147,0.0
4.6082894691960545,0.0,3.2373315164305674,0.0,1.3709579527654867
2.7022587019487307,0.05235828567747342,0.5051022600486805,0.0,2.144798156222577
2.0931653116703317,0.0626723919999999,0.0,1.7902872559999994,0.0
3.7314308714618987,0.0,3.3840660736200046,0.0,0.0
0.7061644474021493,0.06355913089000004,0.0,0.0,0.0
4.4907570167305355,0.0,3.3840660736200046,0.0,0.0
0.8017384816811249,0.06355913089000004,0.0,0.0,0.0
2.640947325426451,0.05117033185021119,0.4936420268645793,0.0,2.0961349667116607
2.1600626460330803,0.0626723919999999,0.0,1.7902872559999994,0.0
4.568557370945939,0.0,3.2094196470181076,0.0,1.3591377239278313
4.4653996154573985,0.0,3.3840660736200046,0.0,0.0
1.9913670959753815,0.0626723919999999,0.0,1.7902872559999994,0.0
1.4428996913424685,0.0,0.0,1.4428996913424685,0.0
2.7983397872315807,0.05264480927999995,0.5078663635199999,0.0,2.156535272639999
2.9379813233471594,0.0,2.9379813233471594,0.0,0.0
1.6598549657805666,0.0,0.0,1.6598549657805666,0.0
1.9494105111617863,0.0626723919999999,0.0,1.7902872559999994,0.0
3.728515564326855,0.0,3.3840660736200046,0.0,0.0
3.2479014493637224,0.0,3.2443636896399988,0.0,0.0
3.4121671802564943,0.0,3.3840660736200046,0.0,0.0
4.2129768224165876,0.0,3.3840660736200046,0.0,0.0
2.9948397447391004,0.0,2.9948397447391004,0.0,0.0
1.327363222930528,0.0,0.0,1.327363222930528,0.0
3.130639778342595,0.0,3.130639778342595,0.0,0.0
1.8588029223178961,0.0626723919999999,0.0,1.7902872559999994,0.0
4.782286870167438,1.7400269980811005,1.851112876128326,0.0,1.1911469959580105
1.208135780988856,0.0,0.0,1.208135780988856,0.0
3.444752789768813,0.0,3.3840660736200046,0.0,0.0
4.919016400176015,1.7897758065714484,1.904037721587668,0.0,1.2252028720168984
3.2129395264314344,0.0,3.2099936010000034,0.0,0.0
2.2417734167240733,0.05607211663761668,0.0,0.2562792135542447,1.929422086532212
0.2692729785635001,0.06355913089000004,0.0,0.0,0.0
1.8239447521188756,0.06169102528191529,0.0,1.7622537268369605,0.0
0.6304467315959899,0.06355913089000004,0.0,0.0,0.0
3.1497722461557944,0.0,3.1497722461557944,0.0,0.0
4.872880518743836,1.7729893440584938,1.8861795866641042,0.0,1.213711588021237
0.9873366605680931,0.0,0.0,0.987336660568093,0.0
2.0942394082024407,0.0626723919999999,0.0,1.7902872559999994,0.0
0.9100583557854627,0.06355913089000004,0.0,0.0,0.0
0.13985725547388592,0.06355913089000004,0.0,0.0,0.0
4.875712702863023,1.7740198294653113,1.8872758597721226,0.0,1.2144170136255885
3.6643871113886197,0.0,3.3840660736200046,0.0,0.0
4.29841252178599,0.0,3.3840660736200046,0.0,0.0
2.7041916494227687,0.05239573798208521,0.5054635637747035,0.0,2.14633234766598
2.5523747045039085,0.049454171000726015,0.47708616159004125,0.0,2.0258343719131413
3.18796159430762,0.0,3.185395087800004,0.0,0.0
0.5067075201416033,0.06355913089000004,0.0,0.0,0.0
2.6962666127869706,0.05224218446336314,0.5039822274715495,0.0,2.140042200852058
2.184973711152867,0.0626723919999999,0.0,1.7902872559999994,0.0
4.508243368851687,0.0,3.3840660736200046,0.0,0.0
3.0589679476083558,0.0,3.0589679476083558,0.0,0.0
3.4951708384810387,0.0,3.3840660736200046,0.0,0.0
4.547313149351114,0.0,3.3649549362400046,0.0,0.30807646751999995
0.4476750061404835,0.06355913089000004,0.0,0.0,0.0
1.3660352679091456,0.0,0.0,1.3660352679091456,0.0
0.13579099192124808,0.06355913089000004,0.0,0.0,0.0
2.493208294927762,0.06236110450419797,0.0,0.2850232125531764,2.1458239778703874
2.3595495069422854,0.059017978435500114,0.0,0.2697433591951207,2.030788169311665
1.8717311252139204,0.0626723919999999,0.0,1.7902872559999994,0.0
2.784555057245494,0.05264480927999995,0.5078663635199999,0.0,2.156535272639999
3.4673052031371827,0.0,3.3840660736200046,0.0,0.0
3.113149208763948,0.0,3.113149208763948,0.0,0.0
2.7035678383816606,0.05238365117608268,0.5053469619236373,0.0,2.145837225281941
2.4962638224494045,0.06243753055792171,0.0,0.28537252001859564,2.1484537718728873
0.17345043547161457,0.06355913089000004,0.0,0.0,0.0
3.4315544512859364,0.0,3.3840660736200046,0.0,0.0
4.7828261643847005,1.740223219370919,1.8513216244733541,0.0,1.191281320540427
4.4222972502751245,0.0,3.3840660736200046,0.0,0.0
1.2012233891298103,0.0,0.0,1.2012233891298103,0.0
1.126376734489612,0.0,0.0,1.126376734489612,0.0
